id,gid,x,y,v_x,v_y,radius,time
0,0,-1.686859,-0.186895,1.663228,-0.460683,0.750000,6.600000
1,0,-0.136100,1.160410,1.521266,-0.241776,0.750000,6.600000
2,1,-7.722499,-0.996659,-1.467161,0.170032,0.750000,6.600000
0,0,-1.520429,-0.220280,1.664296,-0.333847,0.750000,6.700000
1,0,0.000044,1.147449,1.361444,-0.129602,0.750000,6.700000
2,1,-7.860759,-0.973517,-1.382602,0.231413,0.750000,6.700000
0,0,-1.359489,-0.259491,1.609404,-0.392117,0.750000,6.800000
1,0,0.135413,1.147607,1.353691,0.001578,0.750000,6.800000
2,1,-8.003547,-0.946629,-1.427877,0.268886,0.750000,6.800000
0,0,-1.223800,-0.284442,1.356886,-0.249512,0.750000,6.900000
1,0,0.277559,1.160908,1.421460,0.133012,0.750000,6.900000
2,1,-8.137971,-0.942706,-1.344247,0.039226,0.750000,6.900000
0,0,-1.075685,-0.295853,1.481155,-0.114105,0.750000,7.000000
1,0,0.421665,1.177177,1.441065,0.162686,0.750000,7.000000
2,1,-8.270359,-0.936116,-1.323872,0.065905,0.750000,7.000000
0,0,-0.943936,-0.319006,1.317488,-0.231532,0.750000,7.100000
1,0,0.540852,1.171387,1.191864,-0.057897,0.750000,7.100000
2,1,-8.398890,-0.930667,-1.285311,0.054486,0.750000,7.100000
0,0,-0.808991,-0.335999,1.349448,-0.169925,0.750000,7.200000
1,0,0.689578,1.180321,1.487258,0.089333,0.750000,7.200000
2,1,-8.516616,-0.939689,-1.177266,-0.090222,0.750000,7.200000
0,0,-0.684048,-0.340730,1.249431,-0.047318,0.750000,7.300000
1,0,0.827480,1.181032,1.379021,0.007109,0.750000,7.300000
2,1,-8.648904,-0.922167,-1.322882,0.175221,0.750000,7.300000
0,0,-0.541938,-0.349460,1.421106,-0.087298,0.750000,7.400000
1,0,0.970689,1.158642,1.432096,-0.223900,0.750000,7.400000
2,1,-8.793532,-0.913972,-1.446279,0.081953,0.750000,7.400000
0,0,-0.421196,-0.367047,1.207417,-0.175865,0.750000,7.500000
1,0,1.096126,1.165652,1.254370,0.070101,0.750000,7.500000
2,1,-8.944408,-0.903984,-1.508759,0.099878,0.750000,7.500000
0,0,-0.291347,-0.397034,1.298489,-0.299869,0.750000,7.600000
1,0,1.227032,1.169914,1.309060,0.042625,0.750000,7.600000
2,1,-9.096507,-0.903347,-1.520983,0.006365,0.750000,7.600000
0,0,-0.176429,-0.371258,1.149182,0.257757,0.750000,7.700000
1,0,1.348082,1.166360,1.210493,-0.035544,0.750000,7.700000
2,1,-9.221916,-0.896449,-1.254097,0.068982,0.750000,7.700000
0,0,-0.065294,-0.339706,1.111350,0.315516,0.750000,7.800000
1,0,1.484443,1.154610,1.363616,-0.117501,0.750000,7.800000
2,1,-9.347116,-0.878590,-1.251998,0.178598,0.750000,7.800000
0,0,0.059493,-0.331442,1.247864,0.082645,0.750000,7.900000
1,0,1.636342,1.119932,1.518991,-0.346780,0.750000,7.900000
2,1,-9.474913,-0.857968,-1.277974,0.206214,0.750000,7.900000
0,0,0.186206,-0.331617,1.267132,-0.001748,0.750000,8.000000
1,0,1.762005,1.112944,1.256628,-0.069878,0.750000,8.000000
2,1,-9.610294,-0.863146,-1.353809,-0.051780,0.750000,8.000000
0,0,0.312114,-0.346696,1.259080,-0.150792,0.750000,8.100000
1,0,1.878233,1.123540,1.162282,0.105956,0.750000,8.100000
2,1,-9.735532,-0.826730,-1.252375,0.364158,0.750000,8.100000
0,0,0.429848,-0.338932,1.177342,0.077638,0.750000,8.200000
1,0,2.004070,1.120238,1.258369,-0.033016,0.750000,8.200000
2,1,-9.862034,-0.785367,-1.265023,0.413631,0.750000,8.200000
0,0,0.547701,-0.316915,1.178533,0.220173,0.750000,8.300000
1,0,2.130486,1.094414,1.264152,-0.258242,0.750000,8.300000
2,1,-9.993002,-0.739425,-1.309674,0.459428,0.750000,8.300000
0,0,0.649613,-0.321837,1.019121,-0.049220,0.750000,8.400000
1,0,2.261806,1.110807,1.313199,0.163930,0.750000,8.400000
2,1,-10.108487,-0.711757,-1.154860,0.276673,0.750000,8.400000
0,0,0.766986,-0.343458,1.173725,-0.216214,0.750000,8.500000
1,0,2.391377,1.109694,1.295716,-0.011131,0.750000,8.500000
2,1,-10.233574,-0.678485,-1.250865,0.332717,0.750000,8.500000
0,0,0.888076,-0.390409,1.210904,-0.469510,0.750000,8.600000
1,0,2.543081,1.093520,1.517041,-0.161738,0.750000,8.600000
2,1,-10.362835,-0.658731,-1.292607,0.197543,0.750000,8.600000
0,0,1.023456,-0.411649,1.353802,-0.212393,0.750000,8.700000
1,0,2.699916,1.076581,1.568343,-0.169388,0.750000,8.700000
2,1,-10.484619,-0.639379,-1.217843,0.193517,0.750000,8.700000
0,0,1.162563,-0.432475,1.391067,-0.208260,0.750000,8.800000
1,0,2.833085,1.084846,1.331689,0.082651,0.750000,8.800000
2,1,-10.629010,-0.604664,-1.443914,0.347152,0.750000,8.800000
0,0,1.299016,-0.439281,1.364525,-0.068067,0.750000,8.900000
1,0,2.973190,1.103132,1.401053,0.182861,0.750000,8.900000
2,1,-10.760394,-0.569144,-1.313837,0.355206,0.750000,8.900000
0,0,1.431683,-0.450444,1.326675,-0.111624,0.750000,9.000000
1,0,3.102588,1.107183,1.293981,0.040511,0.750000,9.000000
2,1,-10.900190,-0.549135,-1.397959,0.200090,0.750000,9.000000
0,0,1.565628,-0.455980,1.339450,-0.055368,0.750000,9.100000
1,0,3.255960,1.115259,1.533725,0.080757,0.750000,9.100000
2,1,-11.054048,-0.542474,-1.538580,0.066612,0.750000,9.100000
0,0,1.688920,-0.477007,1.232921,-0.210267,0.750000,9.200000
1,0,3.413731,1.115087,1.577710,-0.001723,0.750000,9.200000
2,1,-11.204750,-0.546816,-1.507019,-0.043426,0.750000,9.200000
0,0,1.809492,-0.500060,1.205717,-0.230528,0.750000,9.300000
1,0,3.541596,1.120457,1.278649,0.053707,0.750000,9.300000
2,1,-11.345016,-0.525040,-1.402666,0.217764,0.750000,9.300000
0,0,1.908696,-0.528615,0.992039,-0.285555,0.750000,9.400000
1,0,3.668860,1.135747,1.272636,0.152892,0.750000,9.400000
